id,terjemah,tjclean
[9.115],Dan Allah sekali-kali tidak akan menyesatkan suatu kaum sesudah Allah memberi petunjuk kepada mereka hingga dijelaskan-Nya kepada mereka apa yang harus mereka jauhi. Sesungguhnya Allah Maha Mengetahui segala sesuatu.,allah sekalikali menyesatkan kaum allah petunjuk jauhi sesungguhnya allah maha
[9.116],Sesungguhnya kepunyaan Allah-lah kerajaan langit dan bumi. Dia menghidupkan dan mematikan. Dan sekali-kali tidak ada pelindung dan penolong bagimu selain Allah.,sesungguhnya kepunyaan allahlah kerajaan langit bumi menghidupkan mematikan sekalikali pelindung penolong bagimu allah
[9.117],Sesungguhnya Allah telah menerima tobat Nabi orang-orang muhajirin dan orang-orang Ansar yang mengikuti Nabi dalam masa kesulitan setelah hati segolongan dari mereka hampir berpaling kemudian Allah menerima tobat mereka itu. Sesungguhnya Allah Maha Pengasih lagi Maha Penyayang kepada mereka,sesungguhnya allah menerima tobat nabi orangorang muhajirin orangorang ansar mengikuti nabi kesulitan hati segolongan berpaling allah menerima tobat sesungguhnya allah maha pengasih maha penyayang
[9.118],dan terhadap tiga orang yang ditangguhkan (penerimaan tobat) mereka hingga apabila bumi telah menjadi sempit bagi mereka padahal bumi itu luas dan jiwa mereka pun telah sempit (pula terasa) oleh mereka serta mereka telah mengetahui bahwa tidak ada tempat lari dari (siksa) Allah melainkan kepada-Nya saja. Kemudian Allah menerima tobat mereka agar mereka tetap dalam tobatnya. Sesungguhnya Allah-lah Yang Maha Penerima tobat lagi Maha Penyayang.,orang ditangguhkan penerimaan tobat bumi sempit bumi luas jiwa sempit lari siksa allah allah menerima tobat tobatnya sesungguhnya allahlah maha penerima tobat maha penyayang
[9.119],Hai orang-orang yang beriman bertakwalah kepada Allah dan hendaklah kamu bersama orang-orang yang benar.,hai orangorang beriman bertakwalah allah orangorang
[9.120],Tidaklah sepatutnya bagi penduduk Madinah dan orang-orang Arab Badui yang berdiam di sekitar mereka tidak turut menyertai Rasulullah (pergi berperang) dan tidak patut (pula) bagi mereka lebih mencintai diri mereka daripada mencintai diri Rasul. Yang demikian itu ialah karena mereka tidak ditimpa kehausan kepayahan dan kelaparan pada jalan Allah. dan tidak (pula) menginjak suatu tempat yang membangkitkan amarah orang-orang kafir dan tidak menimpakan sesuatu bencana kepada musuh melainkan dituliskanlah bagi mereka dengan yang demikian itu suatu amal saleh. Sesungguhnya Allah tidak menyia-nyiakan pahala orang-orang yang berbuat baik,sepatutnya penduduk madinah orangorang arab badui berdiam menyertai rasulullah pergi berperang patut mencintai mencintai rasul ditimpa kehausan kepayahan kelaparan jalan allah menginjak membangkitkan amarah orangorang kafir menimpakan bencana musuh dituliskanlah amal saleh sesungguhnya allah menyianyiakan pahala orangorang berbuat
[9.121],dan mereka tiada menafkahkan suatu nafkah yang kecil dan tidak (pula) yang besar dan tidak melintasi suatu lembah melainkan dituliskan bagi mereka (amal saleh pula) karena Allah akan memberi balasan kepada mereka (dengan balasan) yang lebih baik dari apa yang telah mereka kerjakan.,tiada menafkahkan nafkah melintasi lembah dituliskan amal saleh allah balasan balasan kerjakan
[9.122],Tidak sepatutnya bagi orang-orang yang mukmin itu pergi semuanya (ke medan perang). Mengapa tidak pergi dari tiap-tiap golongan di antara mereka beberapa orang untuk memperdalam pengetahuan mereka tentang agama dan untuk memberi peringatan kepada kaumnya apabila mereka telah kembali kepadanya supaya mereka itu dapat menjaga dirinya.,sepatutnya orangorang mukmin pergi medan perang pergi tiaptiap golongan orang memperdalam pengetahuan agama peringatan kaumnya menjaga
[9.123],Hai orang-orang yang beriman perangilah orang-orang kafir yang di sekitar kamu itu dan hendaklah mereka menemui kekerasan daripadamu dan ketahuilah bahwasanya Allah beserta orang-orang yang bertakwa.,hai orangorang beriman perangilah orangorang kafir menemui kekerasan daripadamu ketahuilah allah beserta orangorang bertakwa
[9.124],Dan apabila diturunkan suatu surat maka di antara mereka (orang-orang munafik) ada yang berkata: Siapakah di antara kamu yang bertambah imannya dengan (turunnya) surat ini? Adapun orang-orang yang beriman maka surat ini menambah imannya sedang mereka merasa gembira.,diturunkan surat orangorang munafik bertambah imannya turunnya surat orangorang beriman surat menambah imannya gembira
[9.125],Dan adapun orang-orang yang di dalam hati mereka ada penyakit maka dengan surat itu bertambah kekafiran mereka di samping kekafirannya (yang telah ada) dan mereka mati dalam keadaan kafir.,orangorang hati penyakit surat bertambah kekafiran samping kekafirannya mati kafir
[9.126],Dan tidakkah mereka (orang-orang munafik) memperhatikan bahwa mereka diuji sekali atau dua kali setiap tahun kemudian mereka tidak (juga) bertobat dan tidak (pula) mengambil pengajaran?,orangorang munafik memperhatikan diuji kali bertobat mengambil pengajaran
[9.127],Dan apabila diturunkan satu surat sebagian mereka memandang kepada sebagian yang lain (sambil berkata): Adakah seorang dari (orang-orang muslimin) yang melihat kamu? Sesudah itu mereka pun pergi. Allah telah memalingkan hati mereka disebabkan mereka adalah kaum yang tidak mengerti.,diturunkan surat memandang adakah orangorang muslimin pergi allah memalingkan hati disebabkan kaum mengerti
[9.128],Sesungguhnya telah datang kepadamu seorang rasul dari kaummu sendiri berat terasa olehnya penderitaanmu sangat menginginkan (keimanan dan keselamatan) bagimu amat belas kasihan lagi penyayang terhadap orang-orang mukmin.,sesungguhnya kepadamu rasul kaummu berat penderitaanmu keimanan keselamatan bagimu belas kasihan penyayang orangorang mukmin
[9.129],Jika mereka berpaling (dari keimanan) maka katakanlah: Cukuplah Allah bagiku tidak ada Tuhan selain Dia. Hanya kepada-Nya aku bertawakal dan Dia adalah Tuhan yang memiliki Arasy yang agung,berpaling keimanan allah bagiku tuhan bertawakal tuhan memiliki arasy agung
[10.1],Alif Laam Raa. Inilah ayat-ayat Al Qur'an yang mengandung hikmah.,alif laam raa ayatayat al quran mengandung hikmah
[10.2],Patutkah menjadi keheranan bagi manusia bahwa Kami mewahyukan kepada seorang laki-laki di antara mereka: Berilah peringatan kepada manusia dan gembirakanlah orang-orang beriman bahwa mereka mempunyai kedudukan yang tinggi di sisi Tuhan mereka. Orang-orang kafir berkata: Sesungguhnya orang ini (Muhammad) benar-benar adalah tukang sihir yang nyata.,patutkah keheranan manusia mewahyukan lakilaki berilah peringatan manusia gembirakanlah orangorang beriman kedudukan sisi tuhan orangorang kafir sesungguhnya orang muhammad benarbenar tukang sihir nyata
[10.3],Sesungguhnya Tuhan kamu ialah Allah Yang menciptakan langit dan bumi dalam enam masa kemudian Dia bersemayam di atas Arasy untuk mengatur segala urusan. Tiada seorang pun yang akan memberi syafaat kecuali sesudah ada izin-Nya. (Zat) yang demikian itulah Allah Tuhan kamu maka sembahlah Dia. Maka apakah kamu tidak mengambil pelajaran?,sesungguhnya tuhan allah menciptakan langit bumi enam bersemayam arasy mengatur urusan tiada syafaat kecuali izinnya zat allah tuhan sembahlah mengambil pelajaran
[10.4],Hanya kepada-Nya-lah kamu semuanya akan kembali sebagai janji yang benar daripada Allah sesungguhnya Allah menciptakan makhluk pada permulaannya kemudian mengulanginya (menghidupkannya) kembali (sesudah berbangkit) agar Dia memberi pembalasan kepada orang-orang yang beriman dan yang mengerjakan amal saleh dengan adil. Dan untuk orang-orang kafir disediakan minuman air yang panas dan azab yang pedih disebabkan kekafiran mereka.,kepadanyalah janji allah sesungguhnya allah menciptakan makhluk permulaannya mengulanginya menghidupkannya berbangkit pembalasan orangorang beriman amal saleh adil orangorang kafir disediakan minuman air panas azab pedih disebabkan kekafiran
[10.5],Dia-lah yang menjadikan matahari bersinar dan bulan bercahaya dan ditetapkan-Nya manzilah-manzilah (tempat-tempat) bagi perjalanan bulan itu supaya kamu mengetahui bilangan tahun dan perhitungan (waktu). Allah tidak menciptakan yang demikian itu melainkan dengan hak. Dia menjelaskan tanda-tanda (kebesaran-Nya) kepada orang-orang yang mengetahui.,menjadikan matahari bersinar bercahaya ditetapkannya manzilahmanzilah tempattempat perjalanan bilangan perhitungan allah menciptakan hak tandatanda kebesarannya orangorang
[10.6],Sesungguhnya pada pertukaran malam dan siang itu dan pada apa yang diciptakan Allah di langit dan di bumi benar-benar terdapat tanda-tanda (kekuasaan-Nya) bagi orang-orang yang bertakwa.,sesungguhnya pertukaran malam siang diciptakan allah langit bumi benarbenar tandatanda kekuasaannya orangorang bertakwa
[10.7],Sesungguhnya orang-orang yang tidak mengharapkan (tidak percaya akan) pertemuan dengan Kami dan merasa puas dengan kehidupan dunia serta merasa tenteram dengan kehidupan itu dan orang-orang yang melalaikan ayat-ayat Kami,sesungguhnya orangorang mengharapkan percaya pertemuan puas kehidupan dunia tenteram kehidupan orangorang melalaikan ayatayat
[10.8],mereka itu tempatnya ialah neraka disebabkan apa yang selalu mereka kerjakan.,tempatnya neraka disebabkan kerjakan
[10.9],Sesungguhnya orang-orang yang beriman dan mengerjakan amal-amal saleh mereka diberi petunjuk oleh Tuhan mereka karena keimanannya di bawah mereka mengalir sungai-sungai di dalam surga yang penuh kenikmatan.,sesungguhnya orangorang beriman amalamal saleh petunjuk tuhan keimanannya mengalir sungaisungai surga penuh kenikmatan
[10.10],Doa mereka di dalamnya ialah: Subhanakallahumma dan salam penghormatan mereka ialah: Salam. Dan penutup doa mereka ialah: Alhamdulillaahi Rabbil 'aalamin.,doa dalamnya subhanakallahumma salam penghormatan salam penutup doa alhamdulillaahi rabbil aalamin
[10.11],Dan kalau sekiranya Allah menyegerakan kejahatan bagi manusia seperti permintaan mereka untuk menyegerakan kebaikan pastilah diakhiri umur mereka. Maka Kami biarkan orang-orang yang tidak mengharapkan pertemuan dengan Kami bergelimang di dalam kesesatan mereka.,allah menyegerakan kejahatan manusia permintaan menyegerakan kebaikan umur biarkan orangorang mengharapkan pertemuan bergelimang kesesatan
[10.12],Dan apabila manusia ditimpa bahaya dia berdoa kepada Kami dalam keadaan berbaring duduk atau berdiri tetapi setelah Kami hilangkan bahaya itu daripadanya dia (kembali) melalui (jalannya yang sesat) seolah-olah dia tidak pernah berdoa kepada Kami untuk (menghilangkan) bahaya yang telah menimpanya. Begitulah orang-orang yang melampaui batas itu memandang baik apa yang selalu mereka kerjakan.,manusia ditimpa bahaya berdoa berbaring duduk berdiri hilangkan bahaya daripadanya jalannya sesat seolaholah berdoa menghilangkan bahaya menimpanya orangorang melampaui batas memandang kerjakan
[10.13],Dan sesungguhnya Kami telah membinasakan umat-umat yang sebelum kamu ketika mereka berbuat kelaliman padahal rasul-rasul mereka telah datang kepada mereka dengan membawa keterangan-keterangan yang nyata tetapi mereka sekali-kali tidak hendak beriman. Demikianlah Kami memberi pembalasan kepada orang-orang yang berbuat dosa.,sesungguhnya membinasakan umatumat berbuat kelaliman rasulrasul membawa keteranganketerangan nyata sekalikali beriman pembalasan orangorang berbuat dosa
[10.14],Kemudian Kami jadikan kamu pengganti-pengganti (mereka) di muka bumi sesudah mereka supaya Kami memperhatikan bagaimana kamu berbuat.,jadikan penggantipengganti muka bumi memperhatikan berbuat
[10.15],Dan apabila dibacakan kepada mereka ayat-ayat Kami yang nyata orang-orang yang tidak mengharapkan pertemuan dengan Kami berkata: Datangkanlah Al Qur'an yang lain dari ini atau gantilah dia. Katakanlah: Tidaklah patut bagiku menggantinya dari pihak diriku sendiri. Aku tidak mengikut kecuali apa yang diwahyukan kepadaku. Sesungguhnya aku takut jika mendurhakai Tuhanku kepada siksa hari yang besar (kiamat).,dibacakan ayatayat nyata orangorang mengharapkan pertemuan datangkanlah al quran gantilah patut bagiku menggantinya diriku mengikut kecuali diwahyukan kepadaku sesungguhnya takut mendurhakai tuhanku siksa kiamat
[10.16],Katakanlah: Jika Allah menghendaki niscaya aku tidak membacakannya kepadamu dan Allah tidak (pula) memberitahukannya kepadamu. Sesungguhnya aku telah tinggal bersamamu beberapa lama sebelumnya. Maka apakah kamu tidak memikirkannya?,allah niscaya membacakannya kepadamu allah memberitahukannya kepadamu sesungguhnya tinggal bersamamu memikirkannya
[10.17],Maka siapakah yang lebih lalim daripada orang yang mengada-adakan kedustaan terhadap Allah atau mendustakan ayat-ayat-Nya? Sesungguhnya tiadalah beruntung orang-orang yang berbuat dosa.,lalim orang mengadaadakan kedustaan allah mendustakan ayatayatnya sesungguhnya tiadalah beruntung orangorang berbuat dosa
[10.18],Dan mereka menyembah selain daripada Allah apa yang tidak dapat mendatangkan kemudaratan kepada mereka dan tidak (pula) kemanfaatan dan mereka berkata: Mereka itu adalah pemberi syafaat kepada kami di sisi Allah. Katakanlah: Apakah kamu mengabarkan kepada Allah apa yang tidak diketahui-Nya baik di langit dan tidak (pula) di bumi? Maha Suci Allah dan Maha Tinggi dari apa yang mereka mempersekutukan (itu).,menyembah allah kemudaratan kemanfaatan pemberi syafaat sisi allah mengabarkan allah langit bumi maha suci allah maha mempersekutukan
[10.19],Manusia dahulunya hanyalah satu umat kemudian mereka berselisih. Kalau tidaklah karena suatu ketetapan yang telah ada dari Tuhanmu dahulu pastilah telah diberi keputusan di antara mereka tentang apa yang mereka perselisihkan itu.,manusia dahulunya umat berselisih ketetapan tuhanmu keputusan perselisihkan
[10.20],Dan mereka berkata: Mengapa tidak diturunkan kepadanya (Muhammad) suatu keterangan (mukjizat) dari Tuhannya? Maka katakanlah:  Sesungguhnya yang gaib itu kepunyaan Allah sebab itu tunggu (sajalah) olehmu sesungguhnya aku bersama kamu termasuk orang-orang yang menunggu.,diturunkan muhammad keterangan mukjizat tuhannya sesungguhnya gaib kepunyaan allah tunggu olehmu sesungguhnya orangorang menunggu
[10.21],Dan apabila kami merasakan kepada manusia suatu rahmat sesudah (datangnya) bahaya menimpa mereka tiba-tiba mereka mempunyai tipu daya dalam (menentang) tanda-tanda kekuasaan Kami. Katakanlah: Allah lebih cepat pembalasannya (atas tipu daya itu). Sesungguhnya malaikat Kami menuliskan tipu dayamu.,merasakan manusia rahmat datangnya bahaya menimpa tibatiba tipu daya menentang tandatanda kekuasaan allah cepat pembalasannya tipu daya sesungguhnya malaikat menuliskan tipu dayamu
[10.22],Dialah Tuhan yang menjadikan Kamu dapat berjalan di daratan (berlayar) di lautan. Sehingga apabila kamu berada di dalam bahtera dan meluncurlah bahtera itu membawa orang-orang yang ada di dalamnya dengan tiupan angin yang baik dan mereka bergembira karenanya datanglah angin badai dan (apabila) gelombang dari segenap penjuru menimpanya dan mereka yakin bahwa mereka telah terkepung (bahaya) maka mereka berdoa kepada Allah dengan mengikhlaskan ketaatan kepada-Nya semata-mata. (Mereka berkata): Sesungguhnya jika engkau menyelamatkan kami dari bahaya ini pastilah kami akan termasuk orang-orang yang bersyukur.,tuhan menjadikan berjalan daratan berlayar lautan bahtera meluncurlah bahtera membawa orangorang dalamnya tiupan angin bergembira datanglah angin badai gelombang segenap penjuru menimpanya terkepung bahaya berdoa allah mengikhlaskan ketaatan sematamata sesungguhnya engkau menyelamatkan bahaya orangorang bersyukur
[10.23],Maka tatkala Allah menyelamatkan mereka tiba-tiba mereka membuat kelaliman di muka bumi tanpa (alasan) yang benar. Hai manusia sesungguhnya (bencana) kelalimanmu akan menimpa dirimu sendiri (hasil kelalimanmu) itu hanyalah kenikmatan hidup duniawi kemudian kepada Kami-lah kembalimu lalu Kami kabarkan kepadamu apa yang telah kamu kerjakan.,tatkala allah menyelamatkan tibatiba kelaliman muka bumi alasan hai manusia sesungguhnya bencana kelalimanmu menimpa dirimu hasil kelalimanmu kenikmatan hidup duniawi kembalimu kabarkan kepadamu kerjakan
[10.24],Sesungguhnya perumpamaan kehidupan duniawi itu adalah seperti air (hujan) yang Kami turunkan dari langit lalu tumbuhlah dengan suburnya karena air itu tanam-tanaman bumi di antaranya ada yang dimakan manusia dan binatang ternak. Hingga apabila bumi itu telah sempurna keindahannya dan memakai (pula) perhiasannya dan pemilik-pemiliknya mengira bahwa mereka pasti menguasainya tiba-tiba datanglah kepadanya azab Kami di waktu malam atau siang lalu Kami jadikan (tanaman tanamannya) laksana tanam-tanaman yang sudah disabit seakan-akan belum pernah tumbuh kemarin. Demikianlah Kami menjelaskan tanda-tanda kekuasaan (Kami) kepada orang-orang yang berpikir.,sesungguhnya perumpamaan kehidupan duniawi air hujan turunkan langit tumbuhlah suburnya air tanamtanaman bumi dimakan manusia binatang ternak bumi sempurna keindahannya memakai perhiasannya pemilikpemiliknya menguasainya tibatiba datanglah azab malam siang jadikan tanaman tanamannya laksana tanamtanaman disabit seakanakan tumbuh kemarin tandatanda kekuasaan orangorang berpikir
